31.09,17.82,50,20.67
30.59,17.54,50,20.19
29.59,17.67,50,19.98
30.09,17.92,50,19.87
30.09,18.05,50,19.9
30.09,18.14,50,19.8
29.78,18.39,50,19.55
29.74,18.84,50,19.31
30.09,19.53,50,19.06
30.09,20.38,50,18.97
30.09,21.3,50,19.21
30.36,22.22,50,19.65
30.59,23.09,50,20.23
30.59,23.87,50,20.9
30.93,24.56,50,21.63
31.09,25.59,50,23.05
31.59,26.16,50,24.19
31.59,26.43,50,24.89
31.59,26.56,50,25.3
31.59,26.61,50,25.58
32.09,26.91,50,26.06
32.09,27.22,50,26.67
33.08,27.36,50,26.97
33.08,27.46,50,27.1
33.58,27.44,50,27.09
33.58,27.41,50,27.13
33.58,27.26,50,27.32
33.58,26.93,50,27.4
33.58,26.45,50,27.32
33.58,25.91,50,27.22
33.58,25.39,50,26.92
33.35,24.92,50,26.62
33.08,24.52,50,26.33
33.08,24.19,50,25.97
33.08,23.88,50,25.55
33.08,23.38,50,24.92
33.08,22.91,50,24.61
32.59,22.49,50,24.55
32.59,22.17,50,24.25
32.32,21.88,50,24.01
31.59,21.29,50,23.73
31.2,20.71,50,23.26
30.59,19.82,50,22.33
29.94,19,50,21.48
29.59,18.28,50,20.97
33.07,17.82,50,20.67
32.07,17.54,50,20.19
31.07,17.67,50,19.98
30.57,17.92,50,19.87
30.57,18.05,50,19.9
30.57,18.14,50,19.8
30.57,18.39,50,19.55
30.57,18.84,50,19.31
30.57,19.53,50,19.06
30.57,20.38,50,18.97
30.57,21.3,50,19.21
30.84,22.22,50,19.65
31.07,23.09,50,20.23
31.07,23.87,50,20.9
31.07,24.56,50,21.63
31.57,25.59,50,23.05
31.69,26.16,50,24.19
32.07,26.43,50,24.89
32.07,26.56,50,25.3
32.57,26.61,50,25.58
32.57,26.91,50,26.06
33.07,27.22,50,26.67
34.07,27.36,50,26.97
34.07,27.46,50,27.1
34.38,27.44,50,27.09
34.57,27.41,50,27.13
34.57,27.26,50,27.32
34.57,26.93,50,27.4
34.57,26.45,50,27.32
34.57,25.91,50,27.22
34.18,25.39,50,26.92
34.07,24.92,50,26.62
34.07,24.52,50,26.33
34.07,24.19,50,25.97
34.07,23.88,50,25.55
33.57,23.38,50,24.92
33.57,22.91,50,24.61
33.57,22.49,50,24.55
33.57,22.17,50,24.25
33.57,21.88,50,24.01
33.07,21.29,50,23.73
33.07,20.71,50,23.26
32.07,19.82,50,22.33
31.27,19,50,21.48
30.57,18.28,50,20.97
30.03,18.15,50,19.76
29.31,18.1,50,19.59
29.16,18.04,50,19.68
28.47,18.05,50,19.42
28.12,18.02,50,19.46
28.09,18.03,50,19.46
28.09,18.12,50,19.31
28.09,18.4,50,19.17
28.09,18.88,50,18.9
28.09,19.63,50,18.71
28.14,20.53,50,18.65
28.24,21.46,50,19
28.35,22.36,50,19.49
28.47,23.19,50,20.12
28.6,23.94,50,20.86
28.84,25.14,50,22.35
29.05,25.84,50,23.7
29.3,26.23,50,24.5
29.52,26.43,50,25.03
29.82,26.49,50,25.36
30.2,26.72,50,25.8
30.62,27.06,50,26.19
31.34,27.24,50,26.89
32.17,27.22,50,26.92
32.85,27.3,50,27.05
32.92,27.31,50,27.03
32.96,27.29,50,27.06
32.96,27.21,50,27.18
32.96,26.94,50,27.27
32.92,26.5,50,27.21
32.9,25.97,50,27.03
32.89,25.41,50,26.75
32.83,24.88,50,26.48
32.74,24.42,50,26.24
32.64,24.03,50,25.99
32.59,23.38,50,25.34
32.5,22.87,50,24.65
32.46,22.51,50,24.24
32.18,22.2,50,23.89
31.99,21.95,50,23.54
31.49,21.44,50,23.03
31.2,20.94,50,22.95
30.65,20.12,50,22.32
30.54,19.38,50,21.93
29.46,18.8,50,21.04
30.52,18.15,50,19.76
29.69,18.1,50,19.59
29.3,18.04,50,19.68
29.1,18.05,50,19.42
28.19,18.02,50,19.46
28.03,18.03,50,19.46
27.95,18.12,50,19.31
28,18.4,50,19.17
28.03,18.88,50,18.9
28.09,19.63,50,18.71
28.17,20.53,50,18.65
28.29,21.46,50,19
28.42,22.36,50,19.49
28.57,23.19,50,20.12
28.71,23.94,50,20.86
29.01,25.14,50,22.35
29.32,25.84,50,23.7
29.63,26.23,50,24.5
29.88,26.43,50,25.03
30.11,26.49,50,25.36
30.36,26.72,50,25.8
30.82,27.06,50,26.19
31.76,27.24,50,26.89
32.49,27.22,50,26.92
32.56,27.3,50,27.05
32.59,27.31,50,27.03
32.63,27.29,50,27.06
32.67,27.21,50,27.18
32.64,26.94,50,27.27
32.57,26.5,50,27.21
32.53,25.97,50,27.03
32.47,25.41,50,26.75
32.37,24.88,50,26.48
32.28,24.42,50,26.24
32.18,24.03,50,25.99
32,23.38,50,25.34
31.83,22.87,50,24.65
31.75,22.51,50,24.24
31.63,22.2,50,23.89
31.47,21.95,50,23.54
31.03,21.44,50,23.03
30.7,20.94,50,22.95
29.9,20.12,50,22.32
28.98,19.38,50,21.93
28.19,18.8,50,21.04
32.93,17.6,50,20.35
32.46,17.55,50,20.4
32.42,17.57,50,20.37
31.87,17.55,50,20.18
31.57,17.55,50,20.38
31.53,17.58,50,20.38
31.32,17.72,50,20.17
31.08,18.05,50,19.8
30.92,18.63,50,19.47
30.8,19.44,50,19.14
30.73,20.36,50,19.15
30.7,21.3,50,19.39
30.7,22.2,50,19.93
30.69,23.05,50,20.53
30.71,23.86,50,21.25
30.92,25.16,50,22.76
31.05,26.01,50,24.23
31.17,26.39,50,25.04
31.22,26.54,50,25.35
31.23,26.71,50,25.43
31.65,27.12,50,25.57
31.89,27.49,50,25.54
32.6,27.54,50,26.45
33.13,27.49,50,26.77
34.07,27.38,50,26.93
34.07,27.38,50,26.93
34.11,27.33,50,27.01
34.13,27.12,50,27.2
34.09,26.72,50,27.31
34.12,26.17,50,27.29
34.13,25.61,50,27.05
34.13,25.04,50,26.8
34.04,24.49,50,26.59
33.95,23.99,50,26.41
33.85,23.57,50,26.1
33.64,22.89,50,25.48
33.48,22.35,50,25.05
33.45,21.92,50,24.56
33.28,21.54,50,24.24
33.2,21.2,50,23.98
32.98,20.52,50,23.68
32.82,19.93,50,23.27
31.98,18.93,50,22.36
31.35,18.03,50,21.88
30.27,17.34,50,21.15
31.89,18.04,50,19.94
31.81,18.08,50,20.13
31.37,18.07,50,19.89
31.21,18.12,50,19.82
31.23,18.14,50,19.79
31.18,18.31,50,19.59
31.35,18.69,50,19.37
31.59,19.27,50,19.16
31.88,20.07,50,19.02
32.15,20.97,50,19.16
32.41,21.91,50,19.54
32.64,22.82,50,20.02
32.85,23.67,50,20.64
33,24.42,50,21.37
33.15,25.07,50,22.1
33.5,26.01,50,23.55
33.84,26.43,50,24.6
34,26.59,50,25.2
34.07,26.69,50,25.57
34.13,26.79,50,25.87
34.22,27,50,26.25
34.51,27.16,50,26.52
34.75,27.29,50,27.07
34.57,27.35,50,26.98
34.76,27.4,50,27.15
34.72,27.38,50,27.18
34.65,27.25,50,27.3
34.55,26.94,50,27.34
34.44,26.49,50,27.24
34.35,25.96,50,27.02
34.25,25.42,50,26.72
34.11,24.92,50,26.47
34.05,24.48,50,26.22
33.96,24.1,50,25.91
33.81,23.78,50,25.54
33.55,23.2,50,24.97
33.12,22.72,50,24.37
32.9,22.31,50,23.95
33.01,22.02,50,23.68
32.78,21.71,50,23.57
32.21,21.05,50,23.31
32.07,20.54,50,22.92
31.57,19.56,50,22.21
30.23,18.76,50,21.36
29.31,18.01,50,20.7
34.95,18.09,50,19.61
