ta,tr,rh,vel_r,vel,clo_d,clo,activity_60,age,gender,thermal_sensation,pmv,thermal_comfort,ppd
fan,window,door,heater,t_out,rh_out,t_out_isd,rh_out_isd,set,pmv,ppd,pmv_ce,ppd_ce,t_mot_isd
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,26.2,0.3,6.8,0.3,6.8,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,,-0.06,5.1,,,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,25,0.16,5.5,0.16,5.5,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,26.4,0.32,7.2,0.32,7.2,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,,-0.41,8.6,,,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,24,-0.3,6.9,-0.3,6.9,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,25.9,0.15,5.5,0.15,5.5,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,27.3,0.44,9,0.44,9,12.5
,,,,14.171,76.61999999999999,15.029166666666669,68.58765245169454,27.5,0.63,13.2,0.63,13.2,12.5
,,,,20.73,57.21,19.5125,48.3792803060479,28.6,0.76,17.3,0.76,17.3,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,,0.03,5,,,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,26,0.48,9.8,0.06,5.1,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,,,,,,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,24.9,-0.31,7,-0.27,6.5,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,,-0.6,12.6,,,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,23.1,-0.63,13.4,-0.63,13.4,13.2
,,,,20.73,57.21,19.5125,48.3792803060479,28.2,1.02,27,0.72,16.1,13.2
,,,,21.615,65.01,19.6875,54.60404375909796,,-0.02,5,,,15
,,,,21.615,65.01,19.6875,54.60404375909796,25.2,0.06,5.1,0.06,5.1,15
,,,,21.615,65.01,19.6875,54.60404375909796,24.3,-0.31,7,-0.48,9.8,15
,,,,21.615,65.01,19.6875,54.60404375909796,22.6,-0.98,25.5,-0.95,24,15
,,,,21.615,65.01,19.6875,54.60404375909796,26.6,0.42,8.7,0.42,8.7,15
,,,,21.615,65.01,19.6875,54.60404375909796,25.4,-0.07,5.1,-0.02,5,15
,,,,21.615,65.01,19.6875,54.60404375909796,19.8,-1.67,60,-1.68,60.7,15
,,,,21.615,65.01,19.6875,54.60404375909796,25.2,0.2,5.9,0.18,5.6,15
,,,,21.615,65.01,19.6875,54.60404375909796,24.1,-0.26,6.4,-0.26,6.4,15
,,,,21.615,65.01,19.6875,54.60404375909796,26.3,0.36,7.7,0.36,7.7,15
,,,,21.615,65.01,19.6875,54.60404375909796,26.9,0.24,6.2,0.12,5.3,15
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,25.5,0.13,5.4,0.09,5.2,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,26.3,0.48,9.8,0.48,9.8,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,,-0.41,8.6,,,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,25.3,0.33,7.2,0.33,7.2,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,27.7,0.84,19.8,0.5,10.3,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,22.8,-0.82,19.1,-0.78,17.8,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,24.5,-0.06,5.1,-0.06,5.1,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,26.1,0.38,8,0.38,8,17.4
,,,,19.89,72.44500000000001,20.1625,57.93268549055241,24.5,0.04,5,0.1,5.2,17.4
