ta,tr,rh,vel_r,vel,clo_d,clo,activity_60,age,gender,thermal_sensation,pmv,thermal_comfort,ppd
fan,window,door,heater,t_out,rh_out,t_out_isd,rh_out_isd,set,pmv,ppd,pmv_ce,ppd_ce,t_mot_isd
,,,,30,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,30,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,30,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,31.11111111111111,63.5,27.675,63.812722242543686,,,,,,27.8
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,32.22222222222223,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,31.11111111111111,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,30.55555555555556,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,29.444444444444443,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,28.333333333333325,60.5,28.15833333333333,63.0298941380476,,,,,,28.3
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,26.666666666666668,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,27.77777777777778,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,29.444444444444443,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,31.11111111111111,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,32.22222222222223,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,30.55555555555556,59,28.066666666666663,62.87723724792372,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,28.888888888888893,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
,,,,29.444444444444443,63,28.0625,63.99768092309873,,,,,,28.2
